Id,Hrapx,Hrapy,Lat,Lon,Globvalue
47654,388,40,25.9781,-105.4589,0.02
57105,383,46,26.1747,-105.6450,0.02
57106,384,46,26.1751,-105.6081,0.02
58681,383,47,26.2078,-105.6454,0.02
58682,384,47,26.2082,-105.6085,0.02
60257,383,48,26.2409,-105.6458,0.02
60258,384,48,26.2413,-105.6089,0.02
60259,385,48,26.2416,-105.5720,0.02
61830,380,49,26.2728,-105.7570,0.01
61833,383,49,26.2740,-105.6462,0.02
61834,384,49,26.2744,-105.6093,0.04
61835,385,49,26.2747,-105.5724,0.02
61836,386,49,26.2750,-105.5355,0.02
61837,387,49,26.2753,-105.4985,0.02
63405,379,50,26.3055,-105.7944,0.01
63406,380,50,26.3059,-105.7575,0.01
63408,382,50,26.3068,-105.6836,0.02
63409,383,50,26.3071,-105.6467,0.02
63410,384,50,26.3075,-105.6097,0.02
63411,385,50,26.3078,-105.5728,0.02
63412,386,50,26.3082,-105.5358,0.02
64979,377,51,26.3376,-105.8689,0.01
64981,379,51,26.3386,-105.7950,0.01
64982,380,51,26.3390,-105.7580,0.01
64985,383,51,26.3403,-105.6471,0.02
64986,384,51,26.3406,-105.6101,0.02
64987,385,51,26.3410,-105.5731,0.02
64988,386,51,26.3413,-105.5362,0.02
66554,376,52,26.3703,-105.9064,0.01
66555,377,52,26.3708,-105.8695,0.01
66556,378,52,26.3713,-105.8325,0.01
66557,379,52,26.3717,-105.7955,0.01
66558,380,52,26.3722,-105.7585,0.01
66560,382,52,26.3730,-105.6845,0.01
66561,383,52,26.3734,-105.6475,0.02
66562,384,52,26.3738,-105.6105,0.01
66563,385,52,26.3741,-105.5735,0.02
68130,376,53,26.4034,-105.9070,0.01
68131,377,53,26.4039,-105.8700,0.01
68132,378,53,26.4044,-105.8330,0.01
68133,379,53,26.4049,-105.7960,0.01
68134,380,53,26.4053,-105.7590,0.01
68135,381,53,26.4058,-105.7219,0.01
68136,382,53,26.4062,-105.6849,0.01
68137,383,53,26.4066,-105.6479,0.02
68138,384,53,26.4069,-105.6109,0.01
69706,376,54,26.4366,-105.9076,0.01
69707,377,54,26.4371,-105.8706,0.01
69708,378,54,26.4376,-105.8335,0.01
69709,379,54,26.4380,-105.7965,0.01
69710,380,54,26.4385,-105.7595,0.01
69711,381,54,26.4389,-105.7224,0.01
69712,382,54,26.4393,-105.6854,0.02
77573,363,59,26.5939,-106.3936,0.01
77574,364,59,26.5947,-106.3564,0.01
77577,367,59,26.5969,-106.2450,0.01
77578,368,59,26.5976,-106.2078,0.01
77579,369,59,26.5983,-106.1707,0.01
77580,370,59,26.5990,-106.1335,0.01
77581,371,59,26.5996,-106.0963,0.01
79148,362,60,26.6263,-106.4316,0.01
79149,363,60,26.6271,-106.3945,0.01
79150,364,60,26.6279,-106.3573,0.01
79151,365,60,26.6287,-106.3201,0.01
79152,366,60,26.6294,-106.2829,0.01
79153,367,60,26.6301,-106.2458,0.01
79154,368,60,26.6309,-106.2086,0.02
79155,369,60,26.6315,-106.1714,0.02
79156,370,60,26.6322,-106.1342,0.02
79157,371,60,26.6329,-106.0971,0.01
79158,372,60,26.6335,-106.0599,0.01
79159,373,60,26.6341,-106.0227,0.01
80725,363,61,26.6603,-106.3954,0.01
80726,364,61,26.6611,-106.3582,0.01
80727,365,61,26.6619,-106.3210,0.01
80728,366,61,26.6626,-106.2838,0.01
80729,367,61,26.6634,-106.2466,0.01
80730,368,61,26.6641,-106.2094,0.02
80731,369,61,26.6648,-106.1722,0.03
80732,370,61,26.6655,-106.1350,0.03
80733,371,61,26.6661,-106.0978,0.02
80734,372,61,26.6667,-106.0606,0.01
80735,373,61,26.6673,-106.0234,0.01
80736,374,61,26.6679,-105.9862,0.01
82304,366,62,26.6959,-106.2846,0.01
82305,367,62,26.6966,-106.2474,0.01
82306,368,62,26.6973,-106.2102,0.02
82307,369,62,26.6980,-106.1729,0.02
82308,370,62,26.6987,-106.1357,0.02
82309,371,62,26.6994,-106.0985,0.02
82310,372,62,26.7000,-106.0613,0.01
82311,373,62,26.7006,-106.0240,0.01
83882,368,63,26.7306,-106.2109,0.01
83884,370,63,26.7320,-106.1365,0.01
83885,371,63,26.7326,-106.0992,0.01
125092,602,89,27.1632,-97.4066,0.01
125093,603,89,27.1588,-97.3694,0.03
125094,604,89,27.1544,-97.3321,0.04
125095,605,89,27.1499,-97.2949,0.06
126652,586,90,27.2644,-97.9987,0.00
126653,587,90,27.2603,-97.9614,0.00
126654,588,90,27.2562,-97.9240,0.00
