Id,Hrapx,Hrapy,Lat,Lon,Globvalue
47654,388,40,25.9781,-105.4589,0.02
74425,367,57,26.5305,-106.2433,0.01
74426,368,57,26.5312,-106.2062,0.01
75996,362,58,26.5598,-106.4298,0.01
75997,363,58,26.5606,-106.3927,0.01
75998,364,58,26.5614,-106.3555,0.01
75999,365,58,26.5622,-106.3184,0.01
76000,366,58,26.5630,-106.2813,0.01
76001,367,58,26.5637,-106.2442,0.01
76002,368,58,26.5644,-106.2070,0.01
76003,369,58,26.5651,-106.1699,0.01
77570,360,59,26.5913,-106.5050,0.01
77571,361,59,26.5922,-106.4678,0.01
77572,362,59,26.5930,-106.4307,0.02
77573,363,59,26.5939,-106.3936,0.02
77574,364,59,26.5947,-106.3564,0.01
77575,365,59,26.5954,-106.3193,0.01
77576,366,59,26.5962,-106.2821,0.01
77577,367,59,26.5969,-106.2450,0.01
77578,368,59,26.5976,-106.2078,0.02
77579,369,59,26.5983,-106.1707,0.01
77580,370,59,26.5990,-106.1335,0.01
79146,360,60,26.6246,-106.5060,0.01
79147,361,60,26.6254,-106.4688,0.02
79148,362,60,26.6263,-106.4316,0.03
79149,363,60,26.6271,-106.3945,0.03
79150,364,60,26.6279,-106.3573,0.02
79151,365,60,26.6287,-106.3201,0.01
79152,366,60,26.6294,-106.2829,0.01
79153,367,60,26.6301,-106.2458,0.01
79154,368,60,26.6309,-106.2086,0.02
79155,369,60,26.6315,-106.1714,0.01
79156,370,60,26.6322,-106.1342,0.01
80722,360,61,26.6578,-106.5069,0.01
80723,361,61,26.6587,-106.4698,0.03
80724,362,61,26.6595,-106.4326,0.03
80725,363,61,26.6603,-106.3954,0.03
80726,364,61,26.6611,-106.3582,0.02
80727,365,61,26.6619,-106.3210,0.02
80728,366,61,26.6626,-106.2838,0.01
80729,367,61,26.6634,-106.2466,0.01
80730,368,61,26.6641,-106.2094,0.03
80731,369,61,26.6648,-106.1722,0.01
80732,370,61,26.6655,-106.1350,0.01
82298,360,62,26.6910,-106.5079,0.02
82299,361,62,26.6919,-106.4707,0.03
82300,362,62,26.6927,-106.4335,0.03
82301,363,62,26.6936,-106.3963,0.03
82302,364,62,26.6944,-106.3591,0.02
82303,365,62,26.6951,-106.3218,0.01
82304,366,62,26.6959,-106.2846,0.02
82305,367,62,26.6966,-106.2474,0.02
82306,368,62,26.6973,-106.2102,0.02
82307,369,62,26.6980,-106.1729,0.01
83874,360,63,26.7243,-106.5089,0.02
83875,361,63,26.7252,-106.4717,0.04
83876,362,63,26.7260,-106.4344,0.03
83877,363,63,26.7268,-106.3972,0.02
83878,364,63,26.7276,-106.3599,0.02
83879,365,63,26.7284,-106.3227,0.01
83880,366,63,26.7292,-106.2854,0.02
83881,367,63,26.7299,-106.2482,0.02
83882,368,63,26.7306,-106.2109,0.01
85450,360,64,26.7576,-106.5099,0.01
85451,361,64,26.7584,-106.4726,0.03
85452,362,64,26.7593,-106.4354,0.02
85453,363,64,26.7601,-106.3981,0.02
85454,364,64,26.7609,-106.3608,0.01
85455,365,64,26.7617,-106.3236,0.01
85456,366,64,26.7624,-106.2863,0.01
85457,367,64,26.7632,-106.2490,0.01
87027,361,65,26.7917,-106.4736,0.01
87031,365,65,26.7950,-106.3244,0.01
87032,366,65,26.7957,-106.2871,0.01
87033,367,65,26.7965,-106.2498,0.01
115394,360,83,27.3919,-106.5288,0.01
115395,361,83,27.3928,-106.4911,0.01
115396,362,83,27.3936,-106.4533,0.01
116965,355,84,27.4207,-106.7185,0.01
116966,356,84,27.4217,-106.6808,0.01
116967,357,84,27.4226,-106.6430,0.01
116968,358,84,27.4236,-106.6053,0.01
116969,359,84,27.4245,-106.5675,0.01
116970,360,84,27.4254,-106.5298,0.01
116971,361,84,27.4263,-106.4920,0.01
116972,362,84,27.4272,-106.4543,0.01
118540,354,85,27.4532,-106.7575,0.01
118541,355,85,27.4542,-106.7197,0.01
118542,356,85,27.4552,-106.6819,0.01
118543,357,85,27.4561,-106.6441,0.01
118544,358,85,27.4571,-106.6064,0.01
118545,359,85,27.4580,-106.5686,0.01
118546,360,85,27.4589,-106.5308,0.01
118547,361,85,27.4598,-106.4930,0.01
118548,362,85,27.4607,-106.4552,0.01
120116,354,86,27.4867,-106.7586,0.01
120117,355,86,27.4877,-106.7208,0.01
120118,356,86,27.4887,-106.6830,0.01
120119,357,86,27.4897,-106.6452,0.01
120120,358,86,27.4906,-106.6074,0.01
120121,359,86,27.4915,-106.5696,0.01
120122,360,86,27.4925,-106.5318,0.01
120123,361,86,27.4933,-106.4940,0.01
120124,362,86,27.4942,-106.4562,0.01
121691,353,87,27.5192,-106.7976,0.01
121692,354,87,27.5202,-106.7598,0.01
121693,355,87,27.5212,-106.7220,0.02
121694,356,87,27.5222,-106.6841,0.02
121695,357,87,27.5232,-106.6463,0.02
121696,358,87,27.5242,-106.6085,0.03
121697,359,87,27.5251,-106.5707,0.02
121698,360,87,27.5260,-106.5328,0.02
121699,361,87,27.5269,-106.4950,0.01
121700,362,87,27.5277,-106.4572,0.01
123266,352,88,27.5517,-106.8366,0.01
123267,353,88,27.5527,-106.7988,0.01
123268,354,88,27.5538,-106.7609,0.02
123269,355,88,27.5548,-106.7231,0.03
123270,356,88,27.5558,-106.6852,0.03
123271,357,88,27.5568,-106.6474,0.04
123272,358,88,27.5577,-106.6095,0.04
123273,359,88,27.5586,-106.5717,0.03
123274,360,88,27.5595,-106.5338,0.02
123275,361,88,27.5604,-106.4960,0.02
123276,362,88,27.5613,-106.4581,0.01
124842,352,89,27.5852,-106.8378,0.02
124843,353,89,27.5863,-106.8000,0.03
124844,354,89,27.5873,-106.7621,0.04
124845,355,89,27.5883,-106.7242,0.03
124846,356,89,27.5893,-106.6864,0.04
124847,357,89,27.5903,-106.6485,0.05
124848,358,89,27.5913,-106.6106,0.04
124849,359,89,27.5922,-106.5727,0.03
124850,360,89,27.5931,-106.5348,0.02
124851,361,89,27.5940,-106.4970,0.02
124852,362,89,27.5949,-106.4591,0.01
125085,595,89,27.1936,-97.6675,0.01
125086,596,89,27.1894,-97.6302,0.02
125087,597,89,27.1851,-97.5929,0.02
125088,598,89,27.1807,-97.5556,0.02
125089,599,89,27.1764,-97.5184,0.02
125090,600,89,27.1720,-97.4811,0.01
125091,601,89,27.1677,-97.4438,0.02
125092,602,89,27.1632,-97.4066,0.02
125093,603,89,27.1588,-97.3694,0.02
125094,604,89,27.1544,-97.3321,0.02
125095,605,89,27.1499,-97.2949,0.02
126417,351,90,27.6177,-106.8769,0.01
126418,352,90,27.6188,-106.8391,0.02
126419,353,90,27.6198,-106.8012,0.03
126420,354,90,27.6209,-106.7633,0.04
126421,355,90,27.6219,-106.7254,0.04
126422,356,90,27.6229,-106.6875,0.02
126423,357,90,27.6239,-106.6496,0.03
126424,358,90,27.6248,-106.6117,0.02
126425,359,90,27.6258,-106.5738,0.03
126426,360,90,27.6267,-106.5359,0.02
126427,361,90,27.6276,-106.4980,0.02
126428,362,90,27.6284,-106.4601,0.02
126652,586,90,27.2644,-97.9987,0.00
126653,587,90,27.2603,-97.9614,0.00
126654,588,90,27.2562,-97.9240,0.00
126655,589,90,27.2521,-97.8867,0.00
126656,590,90,27.2479,-97.8493,0.00
126658,592,90,27.2395,-97.7746,0.01
126659,593,90,27.2353,-97.7373,0.02
126660,594,90,27.2311,-97.7000,0.02
126661,595,90,27.2268,-97.6627,0.02
126662,596,90,27.2225,-97.6254,0.03
126663,597,90,27.2182,-97.5881,0.03
126664,598,90,27.2139,-97.5508,0.03
126665,599,90,27.2096,-97.5135,0.03
126666,600,90,27.2052,-97.4762,0.03
126667,601,90,27.2008,-97.4389,0.03
126668,602,90,27.1964,-97.4016,0.03
126669,603,90,27.1920,-97.3644,0.03
126670,604,90,27.1875,-97.3271,0.03
126671,605,90,27.1830,-97.2899,0.03
127994,352,91,27.6524,-106.8403,0.02
127995,353,91,27.6534,-106.8024,0.01
127996,354,91,27.6545,-106.7644,0.02
127997,355,91,27.6555,-106.7265,0.02
127998,356,91,27.6565,-106.6886,0.02
127999,357,91,27.6575,-106.6507,0.02
128000,358,91,27.6584,-106.6127,0.02
128001,359,91,27.6594,-106.5748,0.02
128002,360,91,27.6603,-106.5369,0.02
128003,361,91,27.6612,-106.4990,0.02
128004,362,91,27.6620,-106.4610,0.01
128226,584,91,27.3057,-98.0689,0.00
128227,585,91,27.3017,-98.0315,0.00
128228,586,91,27.2976,-97.9941,0.00
128229,587,91,27.2935,-97.9568,0.01
128230,588,91,27.2894,-97.9194,0.02
128231,589,91,27.2853,-97.8820,0.02
128232,590,91,27.2811,-97.8446,0.02
128233,591,91,27.2769,-97.8073,0.02
128234,592,91,27.2727,-97.7699,0.02
128235,593,91,27.2685,-97.7325,0.03
128236,594,91,27.2643,-97.6952,0.03
128237,595,91,27.2600,-97.6579,0.04
128238,596,91,27.2557,-97.6205,0.04
128239,597,91,27.2514,-97.5832,0.04
128240,598,91,27.2471,-97.5459,0.04
128241,599,91,27.2427,-97.5086,0.04
128242,600,91,27.2384,-97.4713,0.04
128243,601,91,27.2340,-97.4340,0.04
128244,602,91,27.2295,-97.3967,0.04
128245,603,91,27.2251,-97.3594,0.04
128246,604,91,27.2206,-97.3221,0.04
128247,605,91,27.2162,-97.2848,0.04
129570,352,92,27.6860,-106.8415,0.01
129574,356,92,27.6901,-106.6897,0.01
129575,357,92,27.6911,-106.6518,0.01
129576,358,92,27.6920,-106.6138,0.01
129577,359,92,27.6930,-106.5759,0.02
129578,360,92,27.6939,-106.5379,0.01
129579,361,92,27.6948,-106.4999,0.01
129800,582,92,27.3470,-98.1393,0.00
