Id,Hrapx,Hrapy,Lat,Lon,Globvalue
5259,545,13,24.8787,-99.7991,0.02
6834,544,14,24.9141,-99.8316,0.02
22590,540,24,25.2513,-99.9432,0.02
27311,533,27,25.3689,-100.1866,0.02
35181,523,32,25.5590,-100.5343,0.02
36756,522,33,25.5943,-100.5678,0.02
36757,523,33,25.5918,-100.5314,0.05
36758,524,33,25.5892,-100.4951,0.02
38332,522,34,25.6271,-100.5649,0.04
38333,523,34,25.6246,-100.5286,0.03
38334,524,34,25.6220,-100.4922,0.02
39908,522,35,25.6599,-100.5621,0.04
39909,523,35,25.6573,-100.5257,0.02
39910,524,35,25.6548,-100.4894,0.01
50780,362,42,26.0301,-106.4151,0.01
50781,363,42,26.0309,-106.3784,0.01
50784,366,42,26.0332,-106.2681,0.01
50785,367,42,26.0339,-106.2314,0.01
52356,362,43,26.0631,-106.4160,0.01
52357,363,43,26.0639,-106.3792,0.01
52359,365,43,26.0655,-106.3057,0.01
52360,366,43,26.0662,-106.2689,0.01
52361,367,43,26.0669,-106.2322,0.01
53932,362,44,26.0961,-106.4169,0.01
53933,363,44,26.0969,-106.3801,0.01
53934,364,44,26.0977,-106.3433,0.01
53935,365,44,26.0985,-106.3066,0.01
53936,366,44,26.0992,-106.2698,0.01
53937,367,44,26.1000,-106.2330,0.01
53938,368,44,26.1007,-106.1962,0.01
55508,362,45,26.1292,-106.4178,0.01
55509,363,45,26.1300,-106.3810,0.01
55510,364,45,26.1308,-106.3442,0.02
55511,365,45,26.1315,-106.3074,0.02
55512,366,45,26.1323,-106.2706,0.02
55513,367,45,26.1330,-106.2338,0.01
55514,368,45,26.1337,-106.1969,0.01
57084,362,46,26.1622,-106.4187,0.01
57085,363,46,26.1630,-106.3819,0.01
57086,364,46,26.1638,-106.3451,0.01
57087,365,46,26.1646,-106.3082,0.01
57088,366,46,26.1653,-106.2714,0.01
57089,367,46,26.1661,-106.2346,0.01
57090,368,46,26.1668,-106.1977,0.01
58659,361,47,26.1945,-106.4565,0.01
58660,362,47,26.1953,-106.4197,0.01
58661,363,47,26.1961,-106.3828,0.01
58662,364,47,26.1969,-106.3459,0.01
58663,365,47,26.1977,-106.3091,0.01
58666,368,47,26.1998,-106.1985,0.01
58667,369,47,26.2005,-106.1616,0.01
60233,359,48,26.2258,-106.5312,0.01
60234,360,48,26.2267,-106.4943,0.01
60235,361,48,26.2276,-106.4575,0.01
60236,362,48,26.2284,-106.4206,0.01
60237,363,48,26.2292,-106.3837,0.01
60238,364,48,26.2300,-106.3468,0.01
60239,365,48,26.2307,-106.3099,0.01
60240,366,48,26.2315,-106.2730,0.01
61808,358,49,26.2580,-106.5691,0.01
61809,359,49,26.2589,-106.5322,0.01
61810,360,49,26.2598,-106.4953,0.01
61811,361,49,26.2606,-106.4584,0.01
61812,362,49,26.2615,-106.4215,0.01
61813,363,49,26.2623,-106.3846,0.01
61814,364,49,26.2631,-106.3477,0.01
61815,365,49,26.2638,-106.3108,0.01
63385,359,50,26.2920,-106.5332,0.01
63386,360,50,26.2929,-106.4963,0.01
63388,362,50,26.2946,-106.4224,0.01
63389,363,50,26.2954,-106.3855,0.01
64961,359,51,26.3251,-106.5342,0.01
64962,360,51,26.3260,-106.4972,0.01
64964,362,51,26.3277,-106.4233,0.01
64965,363,51,26.3285,-106.3864,0.01
66541,363,52,26.3616,-106.3873,0.01
69712,382,54,26.4393,-105.6854,0.02
71288,382,55,26.4725,-105.6858,0.04
71289,383,55,26.4729,-105.6487,0.05
71290,384,55,26.4733,-105.6117,0.03
72847,365,56,26.4958,-106.3167,0.00
72851,369,56,26.4987,-106.1684,0.01
72859,377,56,26.5034,-105.8717,0.01
72860,378,56,26.5039,-105.8346,0.01
72861,379,56,26.5044,-105.7975,0.01
72864,382,56,26.5057,-105.6863,0.01
72865,383,56,26.5061,-105.6492,0.04
72866,384,56,26.5064,-105.6121,0.01
74423,365,57,26.5290,-106.3176,0.01
74427,369,57,26.5319,-106.1691,0.01
74433,375,57,26.5356,-105.9465,0.01
74434,376,57,26.5361,-105.9094,0.01
74435,377,57,26.5366,-105.8723,0.01
74436,378,57,26.5371,-105.8352,0.01
74437,379,57,26.5376,-105.7980,0.03
74438,380,57,26.5381,-105.7609,0.01
74439,381,57,26.5385,-105.7238,0.01
74440,382,57,26.5389,-105.6867,0.01
76010,376,58,26.5693,-105.9100,0.01
76011,377,58,26.5698,-105.8728,0.01
76012,378,58,26.5703,-105.8357,0.04
76013,379,58,26.5708,-105.7986,0.09
76014,380,58,26.5713,-105.7614,0.09
76015,381,58,26.5717,-105.7243,0.09
76016,382,58,26.5721,-105.6871,0.04
77588,378,59,26.6036,-105.8362,0.04
77589,379,59,26.6040,-105.7991,0.12
77590,380,59,26.6045,-105.7619,0.15
77591,381,59,26.6049,-105.7248,0.12
77592,382,59,26.6053,-105.6876,0.05
77593,383,59,26.6057,-105.6504,0.01
77594,384,59,26.6061,-105.6133,0.01
77595,385,59,26.6064,-105.5761,0.01
79164,378,60,26.6368,-105.8368,0.03
79165,379,60,26.6373,-105.7996,0.12
79166,380,60,26.6377,-105.7624,0.13
79167,381,60,26.6381,-105.7252,0.07
79168,382,60,26.6386,-105.6880,0.05
79169,383,60,26.6389,-105.6508,0.04
79170,384,60,26.6393,-105.6137,0.04
79171,385,60,26.6397,-105.5765,0.04
79172,386,60,26.6400,-105.5393,0.01
80740,378,61,26.6700,-105.8373,0.04
80741,379,61,26.6705,-105.8001,0.11
80742,380,61,26.6710,-105.7629,0.12
80743,381,61,26.6714,-105.7257,0.07
80744,382,61,26.6718,-105.6885,0.05
80745,383,61,26.6722,-105.6513,0.07
80746,384,61,26.6726,-105.6141,0.09
80747,385,61,26.6729,-105.5768,0.07
80748,386,61,26.6732,-105.5396,0.04
82315,377,62,26.7028,-105.8751,0.01
82316,378,62,26.7033,-105.8379,0.06
82317,379,62,26.7038,-105.8006,0.11
82318,380,62,26.7042,-105.7634,0.11
82319,381,62,26.7047,-105.7262,0.09
82320,382,62,26.7051,-105.6889,0.08
82321,383,62,26.7055,-105.6517,0.10
82322,384,62,26.7058,-105.6145,0.12
82323,385,62,26.7062,-105.5772,0.10
82324,386,62,26.7065,-105.5400,0.04
83891,377,63,26.7361,-105.8757,0.01
83892,378,63,26.7366,-105.8384,0.06
